text,target
"ఇప్ప‌టికే ప‌లువురు శాస‌న‌స‌భ్యులు ప్రమాణ స్వీకారం చేయకముందే  బాబుకు ట‌చ్‌లో లేకుండా పోయార‌ని,  దీంతో టీడీపీలో ఎంతమంది ఎమ్మెల్యేలు ఉంటారనేది స‌వ‌శ‌య‌మేనంటూ క‌థ‌నాలు వెల్లువెత్తుతున్నాయి.
",0
"ఆసీస్‌ను ఎదుర్కోవడం బంగ్లాదేశ్‌కు అంత సులువు కాదు.
",0
"ఎఫ్ఆర్‌బీఎం పరిమితులను ఏమాత్రం పట్టించుకోకుండా మంజూరు చేసిన ఇంజినీరింగ్ పనులు రాష్ట్ర ఖజానాపై భారం పడేలా చేశాయని సీఎస్ ఆ మెమోలో పేర్కొన్నారు.
",0
"ముఖ్యంగా సాయిపల్లవి బందాను తట్టుకోలేకపోతున్నామని, ఆమెను కలిసి కథ వినిపించడం కష్టతరంగా మారిందనే విమర్శలు వెల్లువెత్తుతున్నాయి.",0
"హర్యానా : హర్యానాలోని గురుగ్రామ్‌ జిల్లాలోని మందావర్‌ గ్రామంలో విద్యుత్‌ షాక్‌తో చిరుత మృతి చెందింది.
",0
"గణంకాలు చూడగా ముంబైకే అనూకూలంగా ఉన్నాయి.
",1
"322 పరుగుల లక్ష్యాన్ని 41 ఓవర్లలోనే ఛేదించి తనను తక్కువగా చూడవద్దంటూ మిగతా జట్లకు హెచ్చరికలు జారీ చేసింది.
",0
"భక్తులకు అవసరమైనన్ని లడ్డూలను అందుబాటులో ఉంచిన‌ట్లు తెలిపారు.
",1
"తొలుత బ్యాటింగ్‌ చేసిన ఇంగ్లండ్‌ ఆరు వికెట్లు కోల్పోయి 119 పరుగులు చేసింది.
",0
"పోలీసులు ఎదురు కాల్పులు ఐదుగురు  ఉగ్రవాదులు మట్టుబెట్టారు.
",1
"హీరో హీరోయిన్‌ల మధ్య ప్రేమను చూపించే కన్నా సినిమాను బోల్డ్‌ గా తెరకెక్కించాలన్న ప్రయత్నమే ఎక్కువగా కనిపించింది.
",1
"వేస‌వి ఉక్క పోత‌ల నుంచి కాసింత సేద తీరేందుకు చల్లటి గాలి వీస్తుందని చెట్టు కింద బల్లపై కూర్చున్నఓ యువకుడిపై హ‌ఠాత్తుగా ప‌డిన పిడుగు పొట్ట‌న పెట్టుకుంది.
",0
"సినిమాలో ఆ స్థాయి కామెడీ ఎక్కడా కనిపించకపోవటం నిరాశపరుస్తుంది.
",0
"ఆ సమయంలో బైక్ పై వెళ్తున్న ఓ యువకుడిని ఎమ్మెల్యే వాహనం ఢీకొట్టింది.
",0
"ఈ రోజిక్కడ విలేకరులతో మాట్లాడిన ఆయన ఈ ఐదేళ్ల పాలనలో ప్రధాని మోడీ ఏ ఒక్క అంశాన్నీ పూర్తి చేయలేదన్నారు.
",0
దీంతో కోపం వచ్చిన తాప్సీ ఆ హీరో ఎవరి కోసమో నేనెందుకు పారితోషికం మార్చుకోవాలి అని కోప్పడి అప్పుడే ఇకపై హీరో బేస్డ్‌ మూవీస్‌ చేయకూడదు అని నిర్ణయం తీసుకుందట.,0
మృతదేహాన్ని ఇంటికి తీసుకొచ్చిన కొద్దిసేపటికే ఆయన ఒక్కసారిగా కుప్పకూలారు,0
అంటిగ్వా: మహిళల టీ20 ప్రపంచకప్‌ సెమీఫైనల్లో భారత్‌ బోల్తాపడింది.,0
"అలా ఓ అమ్మాయి వెంటే 6 నెలలు తిరిగిన తరువాత ఆ అమ్మాయికి పెళ్లయిందని తెలిసి నిరుత్సాహపడతాడు.
",0
"పుల్వామా ఉగ్రదాడి నేపథ్యంలో పాక్‌పై బీసీసీఐ గుర్రుమంటోంది.
",0
తరువాత వచ్చిన మొహ్మద్‌ హఫీజ్‌(9)ను హార్దిక్‌ పాండ్య దెబ్బతీశాడు.,0
వివేకానంద విదేశీ విద్యా పథకం కింద మాస్టర్స్ డిగ్రీ లేదా ఉన్నత విద్యకోసం ఇతర దేశాలకు వెళ్లే బ్రాహ్మణ విద్యార్థులకు 20 లక్షల రూపాయల వరకు ఆర్థిక సాయం చేస్తామని బ్రాహ్మణ సంక్షేమ పరిషత్ అడ్మినిస్ట్రేటర్ రఘునాథ్‌శర్మ తెలిపారు,1
"కీలక పాత్రలో నటించిన హూమా ఖురేషీ హుందాగా కనిపించింది.
",1
"ఢిల్లీ స్పెషల్ సెల్ పోలీసులు అబ్దుల్ మాజిద్ బాబా అనే ఉగ్రవాదిని శ్రీనగర్‌లో అరెస్టు చేశారు.
",1
దీని కారణంగానే ఆమె సినిమాలకు దూరమయ్యారు.,0
"లోక్‌సభ ఎన్నికల్లో రాష్ట్రీయ జనతా దళ్‌ (ఆర్జేడీ) ఒక్క సీటు కూడా దక్కించుకోకుండా ఘోర పరాజయం పాలవడంతో హతాశుడైన ఆ పార్టీ అధినేత లాలూ ప్రసాద్‌ యాదవ్‌ భోజనం మానేశారు.
",0
"ఓపెనర్లు కీలక మ్యాచ్‌ల్లో తేలిపోతున్నారు.
",0
"ప్రకాశం, నెల్లూరు, కడప, కర్నూలు, గుంటూరు, విజయనగరం చిత్తూరు, కృష్ణా, అనంతపురం జిల్లాలతోపాటు విశాఖపట్నం, శ్రీకాకుళం జిల్లాలోని కొన్ని ప్రాంతాల్లో ఈ రోజు ఉష్ణోగ్రతలు 45 నుండి 47 డిగ్రీలకు పైగా నమోదవుతాయని తెలిపింది.
",0
"థమన్‌ మంచి మ్యూజిక్‌ ఇచ్చారు.
",1
ఈ సినిమా క్లైమాక్స్‌లో వచ్చే నాలుగు షాట్స్‌ హైలైట్‌ అవుతాయి.,1
వీటి వినియోగంతో ప్రతి రెండు గంటలకు ఒక శిశువు ఆసుపత్రి పాలవుతున్నారు,0
"ప్రస్తుత సమాజంలో అందరు మనుషులు ముసుగులు వేసుకునే బతుకున్నారన్న అంశాన్ని మనసుకు హత్తుకునేలా ప్రజెంట్‌ చేశాడు.
",1
"పూరన్‌, పోలార్డ్‌, రామ్‌దిన్‌, అలెన్‌ ఎవరూ భారత బౌలర్ల దెబ్బకు నిలవలేకపోయారు.
",0
"2017 ఛాంపియన్స్‌ ట్రోఫీలో భారత్‌ను ఫైనల్‌కు తీసుకెళ్లిన కోహ్లి 2018లో దక్షిణాఫ్రికా గడ్డపై వన్డే సిరీస్‌ గెలిచిన తొలి భారత సారథిగా చరిత్ర స_x005F_x007f_ష్టించాడు.
",1
మిల‌ట‌రీ నేప‌థ్యంలో సాగే ఈ ల‌వ్ స్టోరీలో విజ‌య్ అయితే బాగుంటాడ‌ని హ‌ను కూడా భావిస్తున్నాడ‌ట‌,1
విఐ ఆనంద్‌ టేకింగ్‌ మేజిక్‌ తో తమ హీరో కి పెద్ద హిట్‌ ఇస్తాడనే నమ్మకంతో ఉన్నారు అభిమానులు.,1
"ఈ సందర్భంగా ప్రజా ప్రతినిధులు, నాయకులు తెలుగుదేశం పార్టీ కార్యకర్తలు లు నదీ తీరం వెంబడి పోగుపడ్డ వ్యర్థ పదార్థాలను తొలగించారు.
",1
"ముంబై : ప్రపంచకప్‌ గెలిచేందుకు కావాల్సిన అస్త్రశస్త్రాలు భారత్‌ దగ్గర పుష్కలంగా ఉన్నాయని టీమిండియా కోచ్‌ రవిశాస్త్రి అన్నాడు.
",1
"గత రెండు రోజులుగా ప్రమాణ స్వీకారం చేయని సభ్యులు నేడు ప్రమాణ స్వీకారం చేస్తున్నారు.
",1
బెంగళూరు: ఆస్ట్రేలియాతో జరిగిన రెండు టీ20ల సిరీస్‌ను భారత్‌ చేజార్చుకున్న సంగతి తెలిసిందే.,0
మహబూబ్‌నగర్ జిల్లా మూసాపేట మండలంలో చిరుతపులి సంచరిస్తోంది,0
ఆమెకు ఎనిమిది నెలల క్రితమే వివాహమైంది,1
ప్రస్తుతం పోస్ట్‌ప్రొడక్షన్ కార్యక్రమాలు శరవేగంగా జరుగుతున్నాయి,1
"ఎఫ్‌ 32/51 అంగవైకల్యం కింద ఏక్తా క్లబ్‌ త్రోలో పోటీ పడి తన నాలుగో ప్రయ త్నంలో అత్యధికంగా 16:02 మీటర్ల దూరం పసిడిని సొంతం చేసుకుంది.
",1
"స్పీకర్‌ పదవికి సీతారాం ఒక్కరే నామినేషన్‌ దాఖలు చేయడంతో సభాపతి ఎన్నిక ఏకగ్రీవమైంది.
",1
"అయితే, ఇంటర్వెల్‌తో ఆ పాత్ర ఆగిపోతుంది.",0
"ఒక పాయింట్‌కి చేరే సరికి చూపించింది చాలు, విలన్‌ని చంపేసి శుభం కార్డేసేయండనే ఫీలింగొస్తుంది",0
"ఈ క్రమంలో సహనంతో ఆడాలి.
",1
"బంగ్లా బ్యాట్స్‌మెన్‌, బౌలర్లు రాణిస్తే ఇంగ్లండ్‌పై విజయం నల్లేరుపై నడకే అవుతుంది.",0
"ఇటీవల జరిగిన లోక్‌సభ ఎన్నికల్లో ఘన విజయం సాధించిన మోదీకి శుభాకాంక్షలు తెలిపానని చెప్పారు.
",1
మొత్తంగా గత వారాంతంలో విడుదలైన సినిమాలన్నింటికీ పరాభవం తప్పలేదు బాక్సాఫీస్‌ దగ్గర.,0
"వీరందరిని మెరుగైన వైద్య చికిత్స నిమిత్తం విజయవాడ ప్రభుత్వ ఆస్పత్రికి తరలించారు.
",1
ఒసాకా టాప్‌.,1
ఇటీవల తెలుగులోను టాప్‌ హీరోల సినిమాలకి సంగీతం అందిస్తున్నాడు.,1
"భారత జట్టు వైస్‌ కెప్టెన్‌ అయిన రోహిత్‌శర్మ కూడా తన జట్టును రెండుసార్లు ఐపీఎల్‌ విజేతగా నిలబెట్టాడని గుర్తు పెట్టుకోవాలన్నాడు.
",1
"యాజిదీ మహిళలను, బాలికలను మార్కెట్లో అమ్మేసేవారు.",0
ఆమె డైలాగ్‌ను చాలా అందంగా విరుస్తారు.,1
ముఖ్యంగా సెకండాఫ్ విషయంలో సురేష్ బాబు అసంతృప్తిని తేజ పోగొట్టలేకపోయారు,0
"కాగా ఆ సభకు, ర్యాలీకి అనుమతి పత్రాలు చూపించాలని లేకపోతే సభను కూల్చేస్తామని బెంగాల్ పోలీసులు వార్నింగ్ ఇచ్చారు.
",0
"కాగా చివర్లో స్టోయినిస్‌ 17, కారే 11 బ్యాట్‌ ఝళిపించడంతో ఆసీస్‌ స్కోరు 381 పరుగులకు చేరుకుంది",1
ఏడాదిలో ఎక్కువ టోర్నీలు ఆడడం ఎవరికైనా కష్టం,0
ఆ అనుభవంతో కథను బాగా రాసుకున్నాడు.,1
"సాధారణ స్థితికి తీసుకొచ్చేందుకు ప్రభుత్వం చర్యలు చేపట్టిందని వెల్లడించారు.
",1
ఆపై నికోలస్‌ పూరన్‌-హోప్‌ బంగ్లా బౌలింగ్‌పై ఎదురుదాడికి దిగారు,0
"బెంగళూరు నుంచి విజయాన్ని గుంజుకున్న కోల్‌కత.
",1
"హైదరాబాద్, జూన్ 7: ముఖ్యమంత్రి కేసీఆర్ అనుసరిస్తున్న ఏకపక్ష విధానాల పట్ల తెలంగాణ ప్రజల్లో తీవ్ర అసంతృప్తి నెలకొని ఉందని, ఎమ్మెల్యేల కొనుగోలుతో రాష్ట్ర ప్రతిష్ట దిగజారిందని సీనియర్ కాంగ్రెస్ నేత షబ్బీర్ అలీ విమర్శించారు",0
"ఆ నలుగురిని పోలీసులు అరెస్టు చేశారు.
",1
"తెలుగుదేశం పార్టీ తరపున రాజమహేంద్రవరం సిటీ అసెంబ్లీ స్థానానికి పోటీ చేసిన ఆదిరెడ్డి భవానీ అనూహ్య ప‌రిణామాల నడుమ గెలుపొందారు.
",1
ఎన్టీఆర్‌ బయోపిక్‌ అనగానే గుర్తుండే లేదా గుర్తు చేసుకుని ప్లే చేసుకునే పాటలని కీరవాణి ఇవ్వలేదు,0
బడ్జెట్‌ విషయంలో కూడా ఏమాత్రం తగ్గడం లేదు.,1
"తిరుమ‌ల‌ ఆర్‌టిసి బ‌స్టాండ్ స‌మీపంలోని యాత్రికుల వ‌స‌తి స‌ముదాయం -3లో మ‌రింత మెరుగైన ప్ర‌మాణాల‌తో భ‌క్తుల‌కు అందుబాటులోకి తీసుకువ‌చ్చిన‌ట్లు టిటిడి తిరుమ‌ల జెఈవో శ్రీ కె.
",1
"శ‌నివారం జీవీఎంసీ గాంధీ విగ్రహం వద్ద ఎమ్మెల్యేలు వాసుపల్లి గణేష్‌ కుమార్‌, వెలగపూడి రామకృష్ణబాబు ప్రభుత్య చర్యలకు వ్యతిరేకంగా నినాదాలు చేస్తూ,  అర్ధనగ్న ప్రదర్శన చేపట్టారు.
",0
"ఈ క్రమంలో పూరన్‌ అర్థ శతకం సాధించాడు.
",1
సీఎల్పీ విలీనాన్ని నిరసిస్తూ కాంగ్రెస్‌ నేత భట్టి విక్రమార్క హైదరాబాద్‌లోని ఇందిరా పార్క్‌ వద్ద చేపట్టిన ఆమరణ నిరాహార దీక్షను పోలీసులు భగ్నం చేశారు,0
ఇదే సబ్జెక్టును నాగార్జునకు వినిపించడంతో ఇంప్రెస్‌ అయ్యాడు.,1
"విరాట్‌ కోహ్లి, అనుష్క శర్మలు టికెట్లను త్యాగం చేస్తుండగా ప్రత్యక్షంగా చూశారట.
",1
"వేసవి సెలవుల సమయంలో కూడా క్లాసులు నిర్వహిస్తున్న కార్పోరేట్ కళాశాలల విషయంలో తమ ఆందోళనను కొనసాగిస్తామని ఎస్ఎఫ్ఐ నేతలు ప్రకటించారు.
",0
సెంచరీ తరువాత కూడా రోహిత్‌ దూకుడుగా ఆడాడు,1
"సీఎం కార్యదర్శిగా సాల్మన్‌ ఆరోఖ్యరాజు ను నియమిస్తూ ప్ర‌భుత్వం ఉత్త‌ర్వులు జారీ చేసింది.
",1
"మ‌ధ్యాహ్నం 12:00 గంటల నుండి భక్తులను సర్వదర్శనానికి అనుమతించారు.
",1
ఆ సమయంలో హెల్మెట్‌ పెట్టుకుని ఉన్నాను,1
రెండో ఓవర్లోనే లమిచేన్‌ బౌలింగ్‌లో పంత్‌ అద్భుత స్టంపింగ్‌తో రాహుల్‌ వెనుతిరిగాడు.,0
బాలీవుడ్‌లో ‘లస్ట్‌ స్టోరీస్‌’లోని పాత్ర వల్ల నాకు బాగా నటించే అవకాశం దక్కింది’ అని అన్నారు.,1
"ఈ సందర్భంగా డీకంపల్లి నుండి కాంగ్రెస్ పార్టీ తరఫున ఎంపీటీసీగా ఎన్నికైన దేవన్న అర్వింద్ సమక్షంలో బీజేపీలో చేరగా, ఆయనకు కండువా కప్పి పార్టీలోకి ఆహ్వానించారు",1
దర్శకరత్న డా దాసరి నారాయణరావు మరణానం తరం ఆయనపై బయోపిక్‌ తీస్తున్నామంటూ శిష్యులు ప్రకటించడంతో అంతా నిజమే నని అనుకున్నారు.,0
రొమాంటిక్‌ ఎంటర్‌టైనర్‌గా తెరకెక్కిన ఈ చిత్రం ప్రేక్షకులని ఎంతగానో ఆకట్టుకుంది.,1
ఇక ‘గీత గోవిందం’తో స్టార్‌ రేంజ్‌ను సంపాదించు కున్నాడు.,1
"అయితే తెలుగుదేశం పార్టీ పోటీ చేసిన సిట్టింగ్ ఎమ్మెల్యే బొండా ఉమా ఎన్నికల ఫలితంపై ముందు నుంచే అసంతృప్తి వ్యక్తం చేస్తూ వస్తున్నారు.
",0
వన్‌డౌన్‌ బ్యాట్స్‌మన్‌గా వచ్చిన సూర్యకుమార్‌ యాదవ్‌ చెన్నై బౌలర్లపై విరుచుకుపడ్డాడు.,0
"నాలా రివ్యూలు రాయడానికి వచ్చిన వాళ్లు, పంది పిల్ల సినిమా కాబట్టి పిల్లలకి నచ్చుతుందని వచ్చిన తల్లిదండ్రులు మినహా మిగిలిన వారు మొదలయిన కాసేపటికే పలాయనం చిత్తగించే అవకాశమే ఎక్కువుంది",0
"మంచి ఫామ్‌తో జట్టులో స్థానం సంపాదించిన మయాంక్‌.
",1
కాని బలమైన ప్రభావం మాత్రం ఎవరూ చూపలేకపోయారు.,0
జట్టు ఎంపికపై డైలమా..!.,0
"తూర్పుగోదావరిజిల్లా  మండపేట మండలంలోని ఏడిద హైస్కూల్ ప్రధానోపాధ్యాయులు గెడా శ్రీనివాస్ ,టీచర్ గుణ్ణం భాస్కరరావు , లైబ్రేరియన్ పెరిశెట్టి నాగరవి శాసన సభ్యులు వేగుళ్ల జోగేశ్వరరావు ను మర్యాద పూర్వకంగా కలసి సన్మానించారు.
",1
దక్షిణ తమిళనాడులోని పలు ప్రాంతాల్లో వీరు ఉన్నట్లు అందిన సమాచారంతో 10 రోజులుగా గాలింపు చర్యలు కొనసాగించింది,1
"దీంతో ఆయన వైసీపీ తరపున హిందూపురం లోక్ సభ అభ్యర్థిగా నామినేషన్‌ వేసి ఘన విజయం సాధించారు.
",1
"అడవులలో జీవించే హక్కు ఆదివాసీలకు ఉందని, అయినప్పటికీ ఫారెస్టు అధికారులు వారిపై భౌతిక దాడులకు పాల్పడడంతో పాటు కేసులు నమోదు చేస్తూ ఉక్కుపాదం మోపుతున్నారన్నారు",0
"ఈ క్రమంలోనే శార్దూల్‌ ఠాకూర్‌ బౌలింగ్‌లో భారీ షాట్‌కు యత్నించిన డీకాక్‌ (29 పరుగులు, 17 బంతులు, 4×6) కీపర్‌ ధోనీకి చిక్కాడు.",0
"అయితే కీలక సమయంలో బ్రేక్‌ పాయింటు సాధించి టోర్నీ చాంపియన్‌గా నిలిచాడు.
",1
"కమలమ్మ ఆరోపణలు అసత్యమని, చర్చి ఫాదర్ మంచివాడంటూ పోలీసులతో వాగ్వాదానికి దిగారు.
",0
సినిమా ఎలా ఉన్నా పరవాలేదు గాని నెగిటివ్‌ కామెంట్‌ తెచ్చుకోకూడదని అనుకుంటారు.,0
టీటీడీ ఛైర్మన్ పదవికి రాజీనామా చేయలేదనే తనపై కొందరు కక్ష కట్టారని పుట్టా సుధాకర్ యాదవ్ వాపోయారు,0
తిరుమలలో 5 రోజుల క్రితం కిడ్నాపైన చిన్నారిని స్వల్ప వ్యవధిలో రక్షించి తిరుపతి పోలీసులు సత్తా చూపారు,1
"ఎన్నికల్లో సమస్యలపై  విపక్షాలు లేవనెత్తే అంశాలు, ఫిర్యాదులపై సరైన స్పందన లేకుండా ఎన్నికల సంఘం వ్యవహరిస్తున్న  తీరును ఎండగట్టేందుకు సమాయత్తమవుతున్నట్టు తెలుస్తోంది.
",1
ఇటీవలే విడుదలైన గేమ్‌ ఓవర్‌ ద్వారా విమర్శకుల ప్రశంశలు అందుకున్న తాప్సి అది ఇచ్చిన కిక్‌ తో మంచి ఉత్సాహంగా కనిపిస్తోంది.,1
312 పరుగుల భారీ లక్ష్య ఛేదనకు దిగిన సఫారీలను 39:5 ఓవర్లకు 207 పరుగులకే కుప్పకూల్చింది.,0
ఇటీవల వచ్చిన దర్శకుల్లో వైవిధ్యాన్ని చూపిస్తోన్న సుధ కొంగర తాజాగా సూర్య- మోహన్‌బాబు కాంబినేషన్‌లో తెరకెక్కిస్తున్న చిత్రంపై మంచి అంచనాలు నెలకొన్నాయి,1
ఈ అవకాశంపై లక్ష్మీ మాట్లాడుతూ ‘అంతర్జాతీయ రిఫరీగా ఎంపిక చేడయం గౌరవంగా భావిస్తున్నాను.,1
మాజీ ముఖ్యమంత్రి చంద్రబాబుకు చెడు అనుభవం ఎదురైంది,0
దిల్లీ: మక్రన్‌ కప్‌ బాక్సింగ్‌ టోర్నీలో తెలుగు బాక్సర్‌ లలిత ప్రసాద్‌ 52 కేజీలు రజతం సొంతం చేసుకున్నాడు,1
45 పరుగులు 3 వికెట్లు: అంతకుముందు ఓవర్‌నైట్‌ స్కోరు 226/7తో ఆట కొనసాగించిన హైదరాబాద్‌ రెండో రోజు 8:5 ఓవర్లాడి మరో 45 పరుగులు జోడించి చివరి మూడు వికెట్లు కోల్పోయింది,0
అర్జున్‌ రెడ్డి తర్వాత సోలో హీరోగా ఒక్క సినిమా కూడా రాకపోవడమే దీనికి ఉదాహరణ.,0
"అప్పటి నుంచి స్టేట్ పోలీసులు చంద్రబాబుకు జడ్‌ ప్లస్‌ సెక్యూరిటీని అందిస్తూ వచ్చారు.
",1
రజనీ సినిమాకు ఓ సగటు అభిమాని ఎలాంటి నేపథ్య సంగీతాన్ని కోరుకుంటాడో ఆ స్థాయి సంగీతాన్ని అందించడంలో అనిరుధ్‌ సక్సెస్‌ అయ్యాడు.,1
"మెరిసిన మనీశ్‌.
",1
ఈ నేపథ్యంలో తన ఉద్దేశంలో దూకుడు అంటే ఏంటో కోహ్లి వివరిస్తూ ‘నా వరకు దూకుడు అంటే గెలవడం కోసం ఆడటం.,1
"భానుశేఖర్ మాటలకు అంతా అబ్బురపడ్డారు.
",1
సరదాగా తోటి పిల్లలతో ఆడుకుంటున్న ఓ చిన్నారి విద్యుదాఘాతానికి గురై మృతి చెందింది,0
ఆఖరికి 50 ఓవర్లలో 8 వికెట్లు చేజార్చుకొని 247 పరుగులు మాత్రమే చేసి 150 పరుగుల తేడాతో పరాజయాన్ని చవిచూసింది,0
"వైసీపీ అధినేత జగన్ తండ్రి వైఎస్ రాజశేఖరరెడ్డి కారణంగానే కృష్ణా నదిపై ఏపీ నీటి హక్కును కోల్పోవాల్సి వచ్చిందని ఆంధ్రప్రదేశ్ జలవనరుల శాఖ మంత్రి దేవినేని ఉమామహేశ్వరరావు విమర్శించారు.
",0
అలీ అబ్బాస్ జాఫర్ తెరకెక్కించిన భారత్ చిత్రంలో సల్మాన్‌ఖాన్‌తో కత్రినా కైఫ్ జోడీ కట్టింది,1
"శ్రీనగర్‌: ఎదురు కాల్పుల్లో సెంట్రల్‌ రిజర్వ్‌ పోలీస్‌ ఫోర్స్‌(సీఆర్‌పీఎఫ్‌)కు చెందిన ముగ్గురు జవాన్లు మృతిచెందారు.
",0
అక్టోబర్‌ 5న ప్రపంచ వ్యాప్తంగా అమర్‌ అక్బర్‌ ఆంటోనీ విడుదల కానుంది.,1
దుబారు: ఆసియా కప్‌లో ఫేవరెట్‌గా బరిలోకి దిగిన పాకిస్థాన్‌ను భారత్‌ చిత్తుగా ఓడించిన విషయం తెలిసిందే.,0
"విజయవాడ వన్‌టౌన్‌కు చెందిన దేవల్ నారాయణ్ సింగ్ (44), ప‌రమార్ ప్రదీప్‌సింగ్ (30), యోగినాద్ స్వామి (19) నిందితులు గత కొంతకాలంగా ఎటువంటి బిల్లులు లేకుండా ముంబ‌యి కేంద్రంగా చేసుకుని సంజయ్ జైన్ అను వ్యక్తితో నడుపబడుతున్న మరుధర్ ఎక్స్‌ప్రెస్ పార్సిల్ సర్వీస్ నుండి దేశంలోని వివిధ ప్రదేశాలలో ఉన్న వారి బ్రాంచ్ ఆఫీసుల నుండి వివిద రకాల గూడ్స్ ట్రాన్స్ పోర్టు మాటున ఎటువంటి బిల్లులు లేకుండ అక్రమంగా బంగారం, వెండి నగలను వివిద పట్టణాలకు కొరియర్ సర్వీస్ ద్వారా చేరవేస్తున్నార‌ని తెలిపారు.
",0
"ప్రస్తుతం షుగర్ లెవల్స్ సాధారణ స్థాయిలో ఉన్నాయని వైద్యులు తెలిపారు.
",1
"ఆరుగురు మహిళలకు కేబినెట్ లో చోటు దక్కింది.
",1
పంట పొలాల్లో విత్తనాలు వేసుకోవద్దని తహశీల్దార్ డప్పు చాటింపు గ్రామాల్లో వేయించడంతో ముంపు గ్రామాల ప్రజలు తీవ్ర కలత చెందుతున్నారన్నారు,0
అయితే పిచ్‌ను చూసి టీమిండియా కెప్టెన్‌ ఏమన్నాడంటే పచ్చికతో కళకళలాడుతున్న పిచ్‌లను చూసి తాము భయపడడం లేదని టీమిండియా సారథ విరాట్‌ కోహ్లి అన్నాడు.,0
మరో కిడ్నీ రాకెట్‌ బాగోతం హైదరాబాద్‌లో వెలుగు చూసింది,0
"టెస్టు కెరీర్‌లో కోహ్లీకి ఇది 20వ హాఫ్‌ సెంచరీ.
",1
"సూళ్లూరుపేటలో వైసీపీ అభ్యర్థి సంజీవయ్య 1476 ఆధిక్యంలో ఉన్నారు.
",1
చైనామన్‌ స్పిన్నర్‌ కుల్దీప్‌ యాదవ్‌ ఐదో ర్యాంక్‌ని చేజిక్కించుకుని కెరీర్‌లోనే అత్యుత్తమ ర్యాంకుకు చేరుకున్నాడు.,1
అనుమానాస్పద స్థితిలో రైలు పట్టాల నడుమ యువ జంట,0
ఆసియాలో షాంఘై కాంపోజిట్‌ ఇండెక్స్‌ లాభాన్ని నమోదుచేసింది,1
చిత్తూరు జిల్లా చంద్రగిరి నియోజకవర్గంలో ప్రధాన రాజకీయ పార్టీల మధ్య పరిస్థితి పచ్చగడ్డి వేస్తే భగ్గుమనేలా తయారైంది,0
"ఈ క్రమంలో క్రీజులోకి వచ్చిన మాక్స్‌వెల్‌ 32 సిక్సర్లు, బౌండరీలతో మెరుపులు మెరిపించాడు",1
"మ్యాచ్‌ అనతరం ఈ వ్యవహరంపై మీడియాతో కార్తీక్‌ మాట్లాడుతూ ‘గతకొన్ని రోజులుగా మాకు గడ్డుకాలం నడిచింది.
",0
రూ 20 కోట్లు స్వాహా చేసిన నిందితులు,0
దీనికి తోడు అంతర్జాతీయ మార్కెట్లు కూడా బలహీనంగా ఉండటం మార్కెట్‌ సెంటిమెంట్‌ను దెబ్బతీసింది,0
"ఎగ్జిట్ పోల్స్ అన్ని త‌ప్ప‌ని.
",0
జియో యూజర్లందరికీ హాట్‌స్టార్‌ యాక్సెస్‌ ఉచితంగా లభిస్తుంది,1
"కానీ ఇందులో బోలెడు రాజకీయం, ప్రజా సమస్య, సెంటిమెంట్లు వున్నాయి",0
స్పీకర్ హైదరాబాద్ రావడానికి వీలు లేని పరిస్థితుల్లో సీఎల్‌పీ నేత భట్టి బాన్సువాడకు వెళ్లి ఫిర్యాదు చేశారన్నారు,0
"సార్వత్రిక ఎన్నికల్లో ఆంధ్రప్రదేశ్‌లో జనసేన పార్టీ సీట్లు సాధించలేకపోయింది.
",0
"మృతదేహాలను స్వాధీనం చేసుకుని, క్షతగాత్రులను ఆస్పత్రికి తరలించారు.
",1
"క్రెడిట్స్‌ విష‌యంలో ద‌ర్శ‌కుడు జి ఎ కార్తీక్‌కీ, మంచు విష్ణుకీ మ‌ధ్య వివాదం రేగిన సంగ‌తి తెలిసిందే",0
"”పుట్టినరోజు శుభాకాంక్షలు తెలిపిన అందరికీ, అలాగే ‘శైలజారెడ్డి అల్లుడు’ చిత్రాన్ని విజయవంతం చేసిన ప్రేక్షకులకు నా ధన్యవాదాలు.",1
ప్రస్తుతం ఆ కుటుంబం నుంచి పరిశ్రమలో ఎవరూ లేనేలేరు.,0
పాతకక్షల నేపథ్యంలో సంగారెడ్డి జిల్లా పటాన్‌చెరు మండలం రుద్రారం సమీపంలో 65వ నంబరు జాతీయ రహదారిపై పట్టపగలే ఒక యువకుడిని కొబ్బరి బోండాలు నరికే కత్తితో అతి కిరాతకంగా హత్య చేశారు,0
"ధూళిపాళ ట్రస్టును ఏర్పాటుచేసి సేవా కార్యక్రమాలు, ధూళిపాళ కళా వాహిని స్థాపించి కళారంగాన్ని ప్రోత్సహించారు.",1
"ఇలా శర్వానంద్‌, సాయి పల్లవి జోడీ టీజర్‌ అంతా ఎక్స్‌ప్రెషన్స్‌ మాటలతో మాయ చేశారు.",1
సూర్యగారు సహా ఎంటైర్‌ యూనిట్‌కు ఆల్‌ ది బెస్ట్‌” అన్నారు.,1
రాజమౌళి కొడుకు కార్తికేయతో జగపతిబాబు అన్నయ్య కూతురు పూజా ప్రసాద్‌ వివాహం డిసెంబర్‌ 30న జైపూర్‌లో జరగనుంది.,1
"ఈ విషయం తెలుసుకున్న మురళీ శర్మ… చందుని పిలిచి మాట్లాడతాడు.
",1
"కోల్‌కతా : కేకేఆర్‌ కెప్టెన్‌ దినేేశ్‌ కార్తీక్‌కు కోపం వచ్చింది.
",0
